1,96,337.7,368.56,57.84000000000003,137.44,1,1,1.0
1,97,626.4,312.03,44.76999999999998,166.57000000000005,1,1,1.0
1,98,769.9,371.21,72.25,145.29000000000002,1,1,1.0
1,99,785.2,264.9,61.59999999999991,120.30000000000001,1,1,1.0
1,100,842.4,248.9,54.89999999999998,134.6,1,1,1.0
1,101,885.98,277.5,69.72000000000003,98.89999999999998,1,1,1.0
1,102,956.13,281.89,63.56000000000006,89.87,1,1,1.0
1,103,959.1,350.93,84.69999999999993,143.46999999999997,1,1,1.0
1,104,1089.8,410.3,111.29999999999995,153.3,1,1,1.0
1,105,986.81,329.6,19.690000000000055,21.329999999999984,1,2,1.0
1,106,141.62,415.7,101.68,159.45,1,1,1.0
2,96,329.3,362.4,52.80000000000001,137.10000000000002,1,1,1.0
2,97,658.0,302.1,66.60000000000002,153.7,1,1,1.0
2,98,809.4,371.21,64.52999999999997,143.58999999999997,1,1,1.0
2,99,741.2,262.7,58.799999999999955,113.5,1,1,1.0
2,100,789.3,242.4,56.10000000000002,127.99999999999997,1,1,1.0
2,101,833.38,265.4,86.72000000000003,104.70000000000005,1,1,1.0
2,102,860.78,293.36,89.92000000000007,102.53999999999996,1,1,1.0
2,103,985.3,346.55,75.20000000000005,154.05,1,1,1.0
2,104,1163.22,403.54,50.460000000000036,156.71999999999997,1,1,1.0
2,105,884.9,349.9,19.710000000000036,21.860000000000014,1,2,1.0
2,106,138.34,414.1,100.35999999999999,157.61,1,1,1.0
3,96,371.1,372.71,68.07,128.39000000000004,1,1,1.0
3,97,717.56,283.4,72.94000000000005,149.56,1,1,1.0
3,98,903.71,377.62,47.120000000000005,143.57000000000005,1,1,1.0
3,99,718.9,270.4,48.30000000000007,115.5,1,1,1.0
3,100,803.7,228.91,53.19999999999993,144.48999999999998,1,1,1.0
3,101,794.9,257.24,59.60000000000002,132.86,1,1,1.0
3,102,766.7,321.37,83.59999999999991,120.32999999999998,1,1,1.0
3,103,1020.59,346.88,71.90999999999997,169.01999999999998,1,1,1.0
3,104,1167.35,438.4,101.15000000000009,139.70000000000005,1,1,1.0
3,105,814.58,365.4,20.819999999999936,23.02000000000004,1,2,1.0
3,106,196.94,414.4,102.86000000000001,151.27999999999997,1,1,1.0
4,96,369.7,377.26,77.19999999999999,131.84000000000003,1,1,1.0
4,97,734.6,309.86,80.63,153.64,1,1,1.0
4,98,914.0,398.05,51.49000000000001,134.74999999999994,1,1,1.0
4,99,643.9,269.1,69.30000000000007,137.2,1,1,1.0
4,100,789.3,233.32,56.700000000000045,125.07999999999998,1,1,1.0
4,101,710.8,256.6,68.90000000000009,135.39999999999998,1,1,1.0
4,102,817.44,315.4,45.059999999999945,139.90000000000003,1,1,1.0
4,103,1004.12,346.25,63.67999999999995,167.54999999999995,1,1,1.0
4,104,1045.98,447.2,93.92000000000007,151.90000000000003,1,1,1.0
4,105,858.4,363.8,15.899999999999977,19.80000000000001,1,2,1.0
4,106,180.83,425.1,125.66999999999999,140.57999999999993,1,1,1.0
5,96,347.8,385.3,69.80000000000001,135.90000000000003,1,1,1.0
5,97,744.27,300.6,75.52999999999997,158.7,1,1,1.0
5,98,817.1,380.01,99.29999999999995,141.39,1,1,1.0
5,99,606.6,274.07,63.75,135.53000000000003,1,1,1.0
5,100,740.8,223.54,51.25,133.06000000000003,1,1,1.0
5,101,639.6,253.88,64.0,128.51999999999998,1,1,1.0
5,102,803.0,326.44,52.789999999999964,131.56,1,1,1.0
5,103,962.41,321.72,50.889999999999986,159.38,1,1,1.0
5,104,807.4,434.34,118.10000000000002,159.76000000000005,1,1,1.0
5,105,739.4,462.42,20.790000000000077,21.180000000000007,1,2,1.0
5,106,164.72,422.1,99.78,143.57999999999993,1,1,1.0
6,96,372.0,381.37,76.80000000000001,129.32999999999998,1,1,1.0
